HID,lon,lat,species,sid,family,category,presence,fraction,bio02,bio15,bio19,elevation,aridityindexthornthwaite,maxtempcoldest,tri,topowet,nontree,etccdi_cwd,landcover_igbp
79957,102.365993,37.190593,Ovis ammon,15733,Bovidae,NT,1,0.416277,12.358669,96.93347,6.831888,3317.443103,37.577224,-58.510087,133.731194,7.97061,47.660889,5.316352,10
79958,101.815325,38.008337,Ovis ammon,15733,Bovidae,NT,1,4e-06,13.94997,96.397885,6.302262,2787.54596,49.266116,-46.820508,67.821661,9.048973,52.07835,4.90604,10
79959,101.25,38.825609,Ovis ammon,15733,Bovidae,NT,0,0,14.205459,98.026786,5.109343,1986.460807,79.806272,-26.365032,29.888709,10.59274,40.589658,3.475148,10
79960,100.671492,39.41759,Ovis ammon,15733,Bovidae,NT,1,0.293014,14.748952,95.740147,6.816233,1617.014444,88.394214,-20.791017,12.350213,11.905978,23.164941,3.133539,16
79961,100.081481,40.010308,Ovis ammon,15733,Bovidae,NT,0,0,14.920734,98.573967,3.220189,1375.298583,92.100071,-20.638527,12.957914,12.046934,13.244631,2.441646,16
79962,99.479573,40.603563,Ovis ammon,15733,Bovidae,NT,1,0.258601,14.115463,96.978954,2.034356,1347.129287,93.293212,-26.868207,9.051325,12.564894,11.605227,2.549356,16
79963,98.865356,41.197148,Ovis ammon,15733,Bovidae,NT,1,0.665641,13.892586,89.460643,3.140601,1377.45532,93.741315,-32.908992,8.667508,12.530865,6.705431,2.466569,16
79964,98.238407,41.790844,Ovis ammon,15733,Bovidae,NT,1,0.08098,13.179232,94.704194,3.007021,1502.379703,93.384439,-40.57463,9.119793,12.480126,11.382241,2.307277,16
79965,97.598284,42.384427,Ovis ammon,15733,Bovidae,NT,0,0,13.532773,101.746148,2.119851,1402.824099,94.075231,-43.044857,10.479846,12.742979,7.44053,2.192739,16
80030,105.637253,31.003731,Ovis ammon,15733,Bovidae,NT,0,0,7.216001,88.141885,32.352056,401.661297,35.571737,92.312359,17.907198,11.3671,62.608085,16.41659,14
80031,105.592144,31.91037,Ovis ammon,15733,Bovidae,NT,0,0,7.92642,94.946834,19.994323,651.531371,45.999602,95.408582,67.216136,9.370994,48.440863,14.987752,8
80032,105.560086,32.821713,Ovis ammon,15733,Bovidae,NT,0,0,8.623203,88.334889,14.848978,1164.764866,50.459305,75.6558,148.210582,7.806637,29.254069,14.625614,4
80033,105.017916,33.612632,Ovis ammon,15733,Bovidae,NT,0,0,10.151375,79.655283,14.508616,1968.019864,39.239016,40.442333,125.116477,8.235173,53.008657,13.18599,12
80034,104.4808,34.403352,Ovis ammon,15733,Bovidae,NT,0,0,10.431124,81.839986,12.022817,2713.902443,34.190319,5.776886,72.226344,9.106861,59.792946,9.716062,10
80035,103.955605,35.204084,Ovis ammon,15733,Bovidae,NT,0,0,11.109758,86.657598,6.532267,2282.578279,43.662037,5.072339,60.500101,9.710971,53.265423,8.815102,12
80036,103.4417,36.025024,Ovis ammon,15733,Bovidae,NT,0,0,12.37387,90.99528,4.944741,1959.757037,58.412588,3.606941,66.126797,9.52058,41.922886,8.403769,10
80037,102.91482,36.844157,Ovis ammon,15733,Bovidae,NT,0,0,12.579973,95.362728,6.243827,2764.601853,46.726152,-30.737585,82.730533,8.961927,49.143996,5.482474,10
80038,102.374348,37.661867,Ovis ammon,15733,Bovidae,NT,0,0,12.664413,94.918348,7.589607,2946.365178,46.745811,-50.575139,102.780267,8.484757,47.026166,5.153273,10
80039,101.819638,38.478611,Ovis ammon,15733,Bovidae,NT,0,0,14.078441,96.545432,4.413289,2201.570804,72.844454,-31.569405,44.135508,10.103581,39.988826,4.603261,10
80040,101.25,39.294948,Ovis ammon,15733,Bovidae,NT,1,0.560255,14.551088,91.669745,6.334315,1590.374293,88.13371,-19.907701,15.164996,12.024028,26.414561,3.182944,16
80041,100.66693,39.886313,Ovis ammon,15733,Bovidae,NT,0,0,15.190665,98.880588,2.595143,1339.632507,92.228156,-18.6243,18.341022,11.991476,13.862137,2.820407,16
80042,100.072138,40.478479,Ovis ammon,15733,Bovidae,NT,0,0,14.990772,99.542064,0.443003,1139.056229,94.442703,-19.106513,4.069738,14.011849,12.988011,2.700937,16
80043,99.465218,41.071242,Ovis ammon,15733,Bovidae,NT,1,0.302972,13.81895,96.708547,1.757031,1350.145578,93.841088,-32.606487,11.505561,11.842445,12.076474,2.463309,16
80044,98.845748,41.664387,Ovis ammon,15733,Bovidae,NT,0,0,13.485329,94.672778,2.189804,1236.086516,94.755443,-33.339311,8.087075,12.9875,7.313568,2.282185,16
80045,98.213292,42.257693,Ovis ammon,15733,Bovidae,NT,0,0,13.036144,101.255713,1.989071,1348.772609,94.297317,-41.818255,10.717401,12.371965,9.114724,2.342396,16
80111,105.929679,30.614446,Ovis ammon,15733,Bovidae,NT,0,0,6.849598,80.999306,42.00838,338.727028,25.408577,92.602554,20.06247,11.135207,62.784512,16.161692,14
80112,105.881219,31.519428,Ovis ammon,15733,Bovidae,NT,0,0,7.485513,89.530027,27.399123,452.346401,38.793941,95.953221,36.999339,10.404209,60.462879,15.314159,14
80113,105.844396,32.428896,Ovis ammon,15733,Bovidae,NT,0,0,8.334228,92.256798,17.090892,843.307084,49.746176,89.420007,91.692457,8.794334,42.32035,14.676758,8
80114,105.56053,33.281758,Ovis ammon,15733,Bovidae,NT,0,0,9.318458,81.821698,15.231969,1539.18591,41.238041,52.064879,123.275037,8.227121,36.118397,12.808331,4
80115,105.023472,34.07446,Ovis ammon,15733,Bovidae,NT,0,0,10.463811,80.111916,14.390544,1991.428187,39.151347,28.896238,84.713768,8.92875,54.606326,10.248423,12
80116,104.490178,34.866561,Ovis ammon,15733,Bovidae,NT,0,0,10.617529,83.473637,9.682786,2137.50101,41.472732,12.565925,76.698419,9.172399,55.059207,8.857562,10
80117,103.974961,35.678032,Ovis ammon,15733,Bovidae,NT,0,0,11.256838,88.808824,6.353919,2342.780607,47.826814,-10.533379,64.755946,9.175916,48.674759,8.495378,10
80118,103.457675,36.497865,Ovis ammon,15733,Bovidae,NT,0,0,12.922649,93.168354,4.783916,2001.733562,64.279366,-1.101136,28.172178,11.241168,38.498002,5.911786,10
80119,102.927184,37.315924,Ovis ammon,15733,Bovidae,NT,0,0,12.869635,95.724998,6.428743,2769.714916,49.3846,-39.080726,72.202103,9.077556,50.778432,5.234391,10
80120,102.382858,38.132599,Ovis ammon,15733,Bovidae,NT,0,0,13.972122,88.772326,4.452854,1752.173539,80.409157,-7.397976,21.953159,11.2872,45.242897,4.95275,12
80121,101.824032,38.948359,Ovis ammon,15733,Bovidae,NT,0,0,14.730813,89.212353,5.276419,1546.911474,87.625279,-16.367703,14.049926,11.749765,31.423078,3.323778,16
80122,101.25,39.763776,Ovis ammon,15733,Bovidae,NT,1,0.880186,15.030448,97.158444,2.077338,1336.563854,92.092407,-18.73868,25.900283,11.232103,18.893732,2.957468,16
80123,100.662281,40.354538,Ovis ammon,15733,Bovidae,NT,0,0,14.88688,99.101764,0.292361,1207.523771,94.127505,-21.404021,13.914735,12.851448,23.296616,2.733537,16
80124,100.062614,40.946167,Ovis ammon,15733,Bovidae,NT,0,0,14.26099,95.434711,0.975034,1139.981715,95.112892,-25.766376,9.70217,13.087165,17.074659,2.568643,16
80125,99.450582,41.538454,Ovis ammon,15733,Bovidae,NT,0,0,13.839723,96.402478,1.184117,1143.533131,95.204523,-31.174218,7.967717,12.787474,3.057103,2.245431,16
80126,98.825753,42.131178,Ovis ammon,15733,Bovidae,NT,0,0,12.594201,103.869688,1.109383,1304.184917,94.444799,-40.802286,11.904663,11.939781,12.236751,2.252424,16
80192,106.22259,30.225052,Ovis ammon,15733,Bovidae,NT,0,0,6.60827,74.264293,51.162138,297.236306,25.857347,97.164486,17.231283,11.317928,66.525865,16.078292,14
80193,106.171311,31.128468,Ovis ammon,15733,Bovidae,NT,0,0,7.151344,82.324938,36.843154,365.046917,26.887661,94.121548,18.830335,11.202004,67.097665,16.324868,14
80194,106.130368,32.036159,Ovis ammon,15733,Bovidae,NT,0,0,7.919373,88.477381,23.648461,722.750636,42.482896,88.117384,77.920856,9.132914,45.982285,15.067599,8
80195,106.10294,32.948571,Ovis ammon,15733,Bovidae,NT,0,0,8.683463,85.359015,17.691662,1032.765419,47.000199,68.731833,106.873248,8.36264,35.991882,12.891184,8
80196,105.565026,33.742999,Ovis ammon,15733,Bovidae,NT,0,0,9.503062,80.996931,13.819924,1456.921362,41.936148,45.331941,95.702588,8.68962,46.474053,11.436571,14
80197,105.032526,34.53728,Ovis ammon,15733,Bovidae,NT,0,0,10.259383,81.020307,13.512862,2069.258871,38.029676,12.535123,81.02614,8.937424,54.236261,8.975013,12
80198,104.502558,35.330593,Ovis ammon,15733,Bovidae,NT,0,0,11.066418,84.954823,9.662795,2167.429698,44.645927,-4.82926,49.523362,10.046339,47.501056,8.652275,10
80199,103.994665,36.151404,Ovis ammon,15733,Bovidae,NT,0,0,12.448833,92.189514,5.082807,1825.26351,66.907051,3.03304,44.786508,10.49771,40.176386,8.130229,10
80200,103.47394,36.970145,Ovis ammon,15733,Bovidae,NT,0,0,13.252877,94.626716,6.316748,2623.350898,52.12269,-29.59065,33.14578,10.216572,42.534648,5.611992,10
80201,102.939775,37.787144,Ovis ammon,15733,Bovidae,NT,0,0,13.767671,87.306313,4.996865,1672.825504,80.601186,2.364227,10.069815,12.11491,46.683732,5.068283,10
80202,102.391525,38.602799,Ovis ammon,15733,Bovidae,NT,0,0,14.79535,87.259246,4.645056,1453.489007,87.933475,-10.20031,7.696308,12.775876,34.869888,3.968955,16
80203,101.828508,39.41759,Ovis ammon,15733,Bovidae,NT,1,0.782566,14.438675,91.516444,3.558366,1491.435042,90.133242,-23.415987,14.686379,11.966666,26.106494,3.015046,16
80204,101.25,40.232103,Ovis ammon,15733,Bovidae,NT,1,0.021869,14.753651,97.708866,0.095572,1233.17129,93.957547,-22.433294,28.85646,11.882541,28.001905,2.673055,16
80205,100.657542,40.822275,Ovis ammon,15733,Bovidae,NT,0,0,14.67153,97.779324,0.098301,1053.479155,95.700655,-23.144311,1.042466,14.498015,21.856735,2.601902,16
80206,100.052905,41.413382,Ovis ammon,15733,Bovidae,NT,0,0,14.520356,99.378237,0.132187,1038.416773,96.087129,-28.588505,2.612112,13.680864,7.132065,2.424049,16
80207,99.435659,42.005208,Ovis ammon,15733,Bovidae,NT,0,0,13.056897,103.232213,0.272805,1094.278939,95.561943,-34.955937,9.761555,12.575471,10.302366,2.258388,16
80208,98.805361,42.59753,Ovis ammon,15733,Bovidae,NT,1,0.265948,12.425538,109.438762,0.567644,1211.429195,94.721714,-44.010152,14.691941,11.668474,10.701874,2.448709,16
80273,106.462172,30.737452,Ovis ammon,15733,Bovidae,NT,0,0,6.822696,75.578272,44.862244,403.668158,26.67988,91.304176,24.277239,10.873784,65.116251,16.178575,14
80274,106.417706,31.643461,Ovis ammon,15733,Bovidae,NT,0,0,7.516961,82.60827,32.3707,485.994039,31.224805,91.286117,46.79133,10.046291,58.686297,15.061189,9
80275,106.385296,32.553974,Ovis ammon,15733,Bovidae,NT,0,0,8.70771,81.037785,24.624515,1365.733274,35.038316,52.035065,125.955964,8.18943,32.072226,13.436902,5
80276,106.105922,33.409104,Ovis ammon,15733,Bovidae,NT,0,0,8.658563,81.760931,16.823904,1152.37593,41.938574,53.287952,117.138549,8.299064,32.220543,12.427558,8
80277,105.573354,34.205329,Ovis ammon,15733,Bovidae,NT,0,0,10.088274,79.503131,15.876517,1710.103878,39.59727,23.89552,62.680172,9.503615,53.800745,10.223883,12
80278,105.044882,35.001,Ovis ammon,15733,Bovidae,NT,0,0,11.002336,82.018009,12.921618,1857.217483,43.632687,7.508421,60.294467,9.626805,50.863923,7.028482,10
80279,104.525889,35.804505,Ovis ammon,15733,Bovidae,NT,0,0,12.340046,87.862038,8.401983,2039.280535,57.038599,-7.389376,51.857104,9.877605,47.259164,8.204182,10
80280,104.014723,36.624212,Ovis ammon,15733,Bovidae,NT,0,0,12.605004,96.012349,3.334946,1929.46697,71.270087,-2.524585,22.538134,11.009111,41.15159,5.683567,10
80281,103.490501,37.441875,Ovis ammon,15733,Bovidae,NT,0,0,13.141358,92.337926,6.077598,2116.922851,69.322545,-15.012361,30.511323,10.464686,41.349217,5.072774,10
80282,102.952598,38.257829,Ovis ammon,15733,Bovidae,NT,0,0,14.510481,87.136698,4.315206,1465.958448,86.460565,-2.878876,4.7788,13.899093,34.412623,4.460157,16
80283,102.400355,39.072478,Ovis ammon,15733,Bovidae,NT,1,0.000997,13.821117,87.369108,5.054468,1511.726792,89.264838,-23.994079,11.658028,12.417404,29.129396,3.0952,16
80284,101.83307,39.886313,Ovis ammon,15733,Bovidae,NT,1,0.983856,14.594006,95.327278,0.944316,1284.731637,93.202138,-23.165916,41.650318,10.501831,16.716192,2.686444,16
80285,101.25,40.699938,Ovis ammon,15733,Bovidae,NT,0,0,14.845309,87.649087,1.67672,1047.107202,95.752155,-22.588393,3.219325,13.95489,23.798981,2.603772,16
80286,100.652712,41.289532,Ovis ammon,15733,Bovidae,NT,0,0,14.650514,96.979108,0.065966,1021.732315,96.450606,-28.85201,1.009345,14.510557,15.865273,2.476151,16
80287,100.043005,41.880132,Ovis ammon,15733,Bovidae,NT,0,0,14.184157,100.164404,0.148552,965.202436,96.644004,-31.750075,1.430907,14.479117,2.961151,2.26548,16
80288,99.42044,42.471516,Ovis ammon,15733,Bovidae,NT,1,0.15847,12.66064,108.401132,0.271056,1019.034972,95.779919,-38.035514,10.969462,12.308205,6.935132,2.1682,16
80354,106.753579,30.346344,Ovis ammon,15733,Bovidae,NT,0,0,6.618953,69.570408,54.883532,443.403635,26.793709,90.638737,48.538619,9.86027,60.928036,15.69249,14
80355,106.706136,31.250762,Ovis ammon,15733,Bovidae,NT,0,0,7.097667,76.108145,41.970989,439.054805,26.967275,91.193688,44.102864,10.240003,60.983508,15.753218,8
80356,106.669411,32.159475,Ovis ammon,15733,Bovidae,NT,0,0,7.946311,80.892162,29.226662,788.710233,34.171635,74.470786,98.89194,8.647937,45.062935,13.499249,8
80357,106.646673,33.072923,Ovis ammon,15733,Bovidae,NT,0,0,8.970889,80.583013,21.260212,942.467146,41.377934,56.004115,83.302365,9.085688,42.350882,12.636738,8
80358,106.113096,33.870834,Ovis ammon,15733,Bovidae,NT,0,0,9.39341,79.870801,15.617119,1272.825452,39.729838,38.038767,85.137542,9.017229,40.85461,10.720325,4
80359,105.585308,34.668647,Ovis ammon,15733,Bovidae,NT,0,0,10.24679,80.534228,14.933128,1514.908143,46.422412,21.783354,67.607207,9.524302,58.723037,8.966138,12
80360,105.06036,35.465537,Ovis ammon,15733,Bovidae,NT,0,0,10.595871,83.961681,12.02254,2045.669183,46.209161,-11.89901,47.094269,9.972118,41.483795,8.300648,10
80361,104.549638,36.277848,Ovis ammon,15733,Bovidae,NT,0,0,12.274211,93.085633,5.947382,1870.287668,69.022491,-0.804162,59.833423,9.842074,41.218842,6.64073,10
80362,104.035145,37.096466,Ovis ammon,15733,Bovidae,NT,0,0,12.526953,96.665257,3.728554,1885.957926,74.409814,-4.558666,35.753223,10.525337,39.374125,5.358757,10
80363,103.507366,37.913066,Ovis ammon,15733,Bovidae,NT,0,0,14.357372,89.598055,5.016986,1580.732492,82.99799,-1.51821,5.377308,13.328859,36.591092,4.508014,16
80364,102.965661,38.727987,Ovis ammon,15733,Bovidae,NT,0,0,14.247896,86.635409,4.519708,1371.666751,90.014826,-17.56875,2.650031,14.543644,32.522407,3.879419,16
80365,102.409352,39.541644,Ovis ammon,15733,Bovidae,NT,1,0.922852,14.24944,90.70224,2.806781,1369.786402,91.921019,-26.296868,24.652654,11.428332,24.719823,2.714227,16
80366,101.837719,40.354538,Ovis ammon,15733,Bovidae,NT,1,0.21304,14.323019,96.948131,0,1211.821373,94.485075,-26.947031,19.655406,12.437039,12.61274,2.633217,16
80367,101.25,41.16729,Ovis ammon,15733,Bovidae,NT,0,0,14.491941,89.365282,0.46531,994.175632,96.538115,-27.395389,1.731557,14.451384,9.888403,2.530854,16
80368,100.647787,41.75632,Ovis ammon,15733,Bovidae,NT,0,0,14.432515,94.728639,0.120054,975.308679,96.928403,-33.953489,0.856375,14.767732,19.998756,2.227202,16
80369,100.03291,42.346427,Ovis ammon,15733,Bovidae,NT,0,0,13.055525,108.686762,0.153132,974.054667,96.37264,-36.863405,7.059445,13.287329,7.150723,1.81447,16
80435,107.045321,29.955112,Ovis ammon,15733,Bovidae,NT,0,0,6.567542,65.602803,60.432538,396.984775,22.700768,94.180598,42.729752,9.808526,62.720017,15.566728,14
80436,106.995407,30.858025,Ovis ammon,15733,Bovidae,NT,0,0,6.823555,70.444922,51.206581,401.371007,30.17706,92.61249,35.355537,10.324829,61.136997,15.238504,14
80437,106.95498,31.765032,Ovis ammon,15733,Bovidae,NT,0,0,7.534149,75.711297,38.495231,551.8269,27.006806,84.096683,66.552783,9.359357,53.728277,13.543098,8
80438,106.927036,32.67656,Ovis ammon,15733,Bovidae,NT,0,0,8.91117,76.654547,28.839311,1293.876296,31.930745,42.804376,129.369339,8.039842,33.790107,13.315436,5
80439,106.652227,33.533929,Ovis ammon,15733,Bovidae,NT,0,0,9.5602,76.840463,21.991472,1708.439054,33.928739,18.853029,130.473012,8.045284,27.164344,12.170254,4
80440,106.124238,34.333648,Ovis ammon,15733,Bovidae,NT,0,0,9.928609,78.887093,16.068357,1638.288767,39.779245,14.521007,86.330686,8.769698,32.417564,10.077821,4
80441,105.600689,35.132859,Ovis ammon,15733,Bovidae,NT,0,0,10.213443,81.41491,13.864996,1716.636855,46.875264,5.939225,59.751873,9.584776,49.412019,8.527398,12
80442,105.078786,35.93081,Ovis ammon,15733,Bovidae,NT,0,0,11.996266,87.078599,9.834656,1864.349539,59.743027,-4.488884,49.684595,9.908914,39.972624,7.961937,10
80443,104.573815,36.750633,Ovis ammon,15733,Bovidae,NT,0,0,12.424139,98.12283,4.021183,1662.306,77.99572,7.418306,36.460518,10.604356,41.265226,5.047817,10
80444,104.055941,37.568176,Ovis ammon,15733,Bovidae,NT,0,0,13.200658,94.119541,4.818283,1673.934423,80.518758,-2.533723,12.223671,11.889007,40.131125,4.758437,10
80445,103.524544,38.383727,Ovis ammon,15733,Bovidae,NT,0,0,14.193227,89.69259,4.367825,1408.835535,87.452791,-7.716973,3.471136,14.016691,32.187808,4.294951,16
80446,102.978968,39.19763,Ovis ammon,15733,Bovidae,NT,1,0.101244,13.878807,86.984057,4.573627,1395.693305,90.94187,-27.175838,9.435547,12.785829,23.897857,3.190599,16
80447,102.418519,40.010308,Ovis ammon,15733,Bovidae,NT,1,1,13.938538,94.971486,0.745921,1347.457385,93.064945,-31.552263,51.883462,9.89148,23.038676,2.031769,16
80448,101.842458,40.822275,Ovis ammon,15733,Bovidae,NT,0,0,14.041253,96.016998,0.009265,1155.696816,95.484636,-30.313667,22.605753,12.504585,11.448214,2.552933,16
80449,101.25,41.634169,Ovis ammon,15733,Bovidae,NT,0,0,14.456806,90.001014,0.366965,948.783166,96.989231,-32.475421,1.787876,14.664409,7.631484,2.270186,16
80450,100.642764,42.222647,Ovis ammon,15733,Bovidae,NT,1,0.082639,14.068429,95.339122,0.77556,923.641501,96.841738,-36.839488,1.152129,14.866531,7.151173,2.24004,16
80516,107.285285,30.465216,Ovis ammon,15733,Bovidae,NT,0,0,6.677387,66.0368,58.241017,490.817912,25.815072,87.39341,40.813961,10.041674,63.247594,15.59142,14
80517,107.241721,31.370606,Ovis ammon,15733,Bovidae,NT,0,0,7.206624,70.554535,48.537107,504.297313,31.279607,88.722102,67.259372,9.303171,56.005786,14.189069,8
80518,107.209261,32.280311,Ovis ammon,15733,Bovidae,NT,0,0,8.21114,74.250296,35.036893,1007.466646,29.497047,58.127417,136.319843,7.939739,30.728118,13.49801,4
80519,107.191271,33.194764,Ovis ammon,15733,Bovidae,NT,0,0,9.065666,76.346806,24.369135,747.436536,37.690912,52.920105,60.42039,10.104302,46.731359,12.892426,4
80520,106.662116,33.996129,Ovis ammon,15733,Bovidae,NT,0,0,9.388663,77.589192,17.83825,1568.940475,37.799917,16.931452,108.809427,8.416276,30.349405,10.468698,4
80521,106.139135,34.797445,Ovis ammon,15733,Bovidae,NT,0,0,10.259197,79.187858,16.706003,1726.599531,41.624303,5.724725,58.587225,9.58283,56.413474,9.546641,12
80522,105.619312,35.597879,Ovis ammon,15733,Bovidae,NT,0,0,10.629493,82.932683,12.95971,1877.598902,48.255351,-5.958283,45.565152,10.315967,39.166138,7.485898,12
80523,105.106615,36.404128,Ovis ammon,15733,Bovidae,NT,0,0,12.252166,90.830612,8.311606,1915.291123,66.18821,-7.844721,37.608594,10.142686,40.210524,5.982655,10
80524,104.598432,37.222871,Ovis ammon,15733,Bovidae,NT,0,0,12.418839,98.089254,3.681727,1701.818128,78.767304,-1.439384,42.110631,10.185191,40.432976,4.603203,10
80525,104.077119,38.039354,Ovis ammon,15733,Bovidae,NT,0,0,14.029315,92.549415,5.077867,1476.545495,84.648731,-3.981065,3.598862,13.202465,29.080922,4.320543,16
80526,103.542042,38.853869,Ovis ammon,15733,Bovidae,NT,0,0,13.951662,86.532956,5.367255,1331.534024,89.995465,-17.843337,1.65206,14.688167,32.866625,3.37085,16
80527,102.992528,39.666767,Ovis ammon,15733,Bovidae,NT,1,1,13.305521,90.944114,3.197672,1476.848175,91.168612,-36.106369,18.634223,11.905686,26.654,2.700555,16
80528,102.427862,40.478479,Ovis ammon,15733,Bovidae,NT,1,0.372546,14.284235,98.386909,0.01364,1278.414865,94.22387,-33.942925,14.383781,11.809975,12.057322,2.538091,16
80529,101.847288,41.289532,Ovis ammon,15733,Bovidae,NT,0,0,13.970982,92.480649,0.050193,1033.759144,96.426337,-30.946748,10.427944,13.240231,8.18521,2.328398,16
80530,101.25,42.100583,Ovis ammon,15733,Bovidae,NT,1,0.428503,14.389073,91.919318,0.291863,929.882407,97.110555,-37.572537,2.569713,14.511392,18.81165,2.251262,16
80597,107.575554,30.072302,Ovis ammon,15733,Bovidae,NT,0,0,6.621376,63.373614,63.16401,423.52802,24.269723,90.040719,43.801236,9.924474,62.080167,14.767092,14
80598,107.529374,30.976162,Ovis ammon,15733,Bovidae,NT,0,0,6.883585,66.593591,57.58444,466.77961,29.041845,89.234678,45.205449,9.7845,60.061962,14.411043,14
80599,107.49303,31.884136,Ovis ammon,15733,Bovidae,NT,0,0,7.901185,70.874904,43.072012,802.712612,31.558177,71.763566,101.138306,8.588847,40.007124,13.497206,8
80600,107.469607,32.796647,Ovis ammon,15733,Bovidae,NT,0,0,9.090489,72.888894,32.162032,1199.574699,34.645036,40.62546,113.157749,8.541816,33.489989,13.33005,8
80601,107.199431,33.656225,Ovis ammon,15733,Bovidae,NT,0,0,9.220267,75.221409,22.641403,1446.695978,35.128892,21.241896,133.256321,7.996219,25.474934,11.681264,4
80602,106.676112,34.459409,Ovis ammon,15733,Bovidae,NT,0,0,9.641185,78.554114,16.551478,1466.299656,39.351812,15.638097,98.794195,8.488448,32.526401,9.869651,4
80603,106.157587,35.262129,Ovis ammon,15733,Bovidae,NT,0,0,10.283267,80.92539,15.309443,2000.640338,42.991376,-9.476702,61.559853,9.490657,52.240541,7.765129,12
80604,105.641001,36.063627,Ovis ammon,15733,Bovidae,NT,0,0,11.595051,85.407888,11.802034,2057.019648,51.866953,-17.247168,43.507081,10.141793,40.098479,7.226198,10
80605,105.134947,36.876896,Ovis ammon,15733,Bovidae,NT,0,0,12.343437,94.72731,5.857866,1879.195165,71.690679,-9.312403,29.255172,10.521926,39.665417,4.783743,10
80606,104.6235,37.694572,Ovis ammon,15733,Bovidae,NT,0,0,13.713985,94.070036,5.709485,1521.095973,82.176605,-1.703919,8.769881,12.397798,39.198439,4.399265,16
80607,104.098691,38.510009,Ovis ammon,15733,Bovidae,NT,0,0,14.069227,90.160822,5.473635,1355.026608,87.575169,-10.142707,1.926623,14.211341,32.679747,4.160764,16
80608,103.559869,39.323502,Ovis ammon,15733,Bovidae,NT,1,0.127569,14.010281,89.445399,4.460018,1325.082357,91.197756,-27.019755,6.065924,13.519699,21.481918,3.154623,16
80609,103.006345,40.135409,Ovis ammon,15733,Bovidae,NT,1,1,13.948006,95.352048,1.427422,1479.695608,91.970459,-41.828035,13.918663,11.511311,18.884945,2.549125,16
80610,102.437386,40.946167,Ovis ammon,15733,Bovidae,NT,0,0,13.936485,98.076361,0,1278.833361,94.756035,-38.104944,20.085568,11.813762,9.067759,2.587241,16
80611,101.852213,41.75632,Ovis ammon,15733,Bovidae,NT,1,0.248455,14.49339,93.147567,0.146628,933.03793,96.797748,-33.015709,5.069031,13.761989,8.219831,2.274488,16
80612,101.25,42.566542,Ovis ammon,15733,Bovidae,NT,1,1,13.599948,107.434149,0.121713,1021.044966,96.050137,-42.915727,4.861356,13.102466,14.489818,2.431366,16
80678,107.866018,29.679252,Ovis ammon,15733,Bovidae,NT,0,0,6.880197,60.686666,72.678746,1064.979015,19.102472,57.818414,111.985565,8.185253,38.271269,14.855631,8
80679,107.817698,30.581664,Ovis ammon,15733,Bovidae,NT,0,0,6.747799,63.901623,62.268892,533.008022,28.308092,83.539607,47.85422,9.924721,60.256163,14.715003,14
80680,107.778054,31.487996,Ovis ammon,15733,Bovidae,NT,0,0,7.465562,67.271993,52.969025,679.98208,37.303903,79.929193,88.71214,8.790464,46.824914,13.643415,8
80681,107.749907,32.398661,Ovis ammon,15733,Bovidae,NT,0,0,8.702529,70.350108,38.9851,1121.236303,29.816167,51.2036,128.647745,8.091674,31.83022,13.166447,4
80682,107.736724,33.314086,Ovis ammon,15733,Bovidae,NT,0,0,9.067022,72.837854,26.406688,887.908076,36.35765,45.825158,83.459628,9.177524,36.722446,12.167118,4
80683,107.212074,34.118877,Ovis ammon,15733,Bovidae,NT,0,0,9.783811,76.141854,19.862559,1709.126304,33.69644,6.028561,110.108308,8.345343,30.789393,9.259522,4
80684,106.693996,34.923666,Ovis ammon,15733,Bovidae,NT,0,0,10.480084,79.813036,15.180871,1545.41851,43.156994,10.286999,62.793663,9.568936,47.12688,8.51652,4
80685,106.179403,35.727613,Ovis ammon,15733,Bovidae,NT,0,0,10.623999,83.904412,11.614968,2078.019598,45.360761,-16.376345,54.280292,9.591532,50.824995,7.50201,12
80686,105.665588,36.530029,Ovis ammon,15733,Bovidae,NT,0,0,12.192786,90.285371,7.837599,1919.330314,61.669695,-12.942216,38.206657,10.370907,46.406177,5.455502,10
80687,105.163794,37.349123,Ovis ammon,15733,Bovidae,NT,0,0,12.271997,97.656553,3.989839,1606.703603,77.625698,-3.632542,29.935729,10.911962,40.139227,4.171823,10
80688,104.649029,38.165748,Ovis ammon,15733,Bovidae,NT,1,2.1e-05,13.78982,92.080031,6.003712,1375.416198,84.925838,-5.061268,4.843195,13.463389,35.625596,4.48502,16
80689,104.120665,38.980153,Ovis ammon,15733,Bovidae,NT,0,0,13.957349,90.254218,5.202068,1331.209128,89.208608,-19.850805,5.772525,13.921492,23.545615,3.28907,16
80690,103.578033,39.792637,Ovis ammon,15733,Bovidae,NT,1,0.984003,12.984153,92.674288,3.012872,1484.27513,90.740138,-40.331115,13.953288,12.042071,25.854687,2.790569,16
80691,103.020427,40.603563,Ovis ammon,15733,Bovidae,NT,1,0.326205,14.399767,96.362676,0.84864,1368.825181,93.309007,-42.523923,6.927505,12.422575,16.493332,2.400678,16
80692,102.447095,41.413382,Ovis ammon,15733,Bovidae,NT,0,0,14.233091,90.660573,0.257412,985.291865,96.396237,-31.553056,8.14723,12.910037,5.83636,2.33335,16
80693,101.857236,42.222647,Ovis ammon,15733,Bovidae,NT,1,1,13.913468,104.295366,0.00196,1046.773493,95.986664,-41.01614,8.398882,12.901748,11.8573,2.292555,16
